Index,Date,name,Scenario,Figure,Value,BusinessUnit,Factor
1133,2021-09-01,Rate (Mt.EFH Km),Actual,Month,3399.84024,Core Extraction Systems,1
1134,2021-09-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4199.92044,Mineral Extraction Technologies,1
1135,2021-09-01,Rate (Mt.EFH Km),Actual,Month,4912.4196,Mineral Extraction Technologies,1
1136,2021-09-01,Coal Mined (Mt),Actual,Year-To-Date,43.20096,Deep Earth Exploration Unit,1000000
1137,2021-09-01,Coal Mined (Mt),Actual,Month,5.76168,Deep Earth Exploration Unit,1000000
1138,2021-09-01,Coal Mined (Mt),Plan,Year-To-Date,65.51292,Deep Earth Exploration Unit,1000000
1139,2021-10-01,Coal Mined (Mt),Actual,Year-To-Date,19.179,ACME,1000000
1140,2021-10-01,Coal Mined (Mt),Actual,Month,1.8858,ACME,1000000
1141,2021-10-01,Coal Dry Mining (Mt),Plan,Month,0.33384,ACME,1000000
1142,2021-10-01,Utility (%),Actual,Year-To-Date,42.384,Deep Earth Exploration Unit,1
1143,2021-10-01,Utility (%),Actual,Month,36.492,Deep Earth Exploration Unit,1
1144,2021-10-01,Utility (%),Plan,Year-To-Date,58.44804,Deep Earth Exploration Unit,1
1145,2021-10-01,Utility (%),Plan,Month,66.85956,Deep Earth Exploration Unit,1
1146,2021-10-01,Coal Mined (Mt),Plan,Year-To-Date,16.67088,ACME,1000000
1147,2021-10-01,Coal Mined (Mt),Plan,Month,1.2192,ACME,1000000
1148,2021-10-01,Yield (%),Actual,Year-To-Date,38.736,Deep Earth Exploration Unit,1
1149,2021-10-01,Yield (%),Actual,Month,38.568,Deep Earth Exploration Unit,1
1150,2021-10-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1151,2021-10-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1152,2021-10-01,Coal Dry Mining (Mt),Actual,Year-To-Date,13.4538,Deep Earth Exploration Unit,1000000
1153,2021-10-01,Coal Dry Mining (Mt),Actual,Month,2.03364,Deep Earth Exploration Unit,1000000
1154,2021-10-01,Coal Dry Mining (Mt),Plan,Year-To-Date,15.41472,Deep Earth Exploration Unit,1000000
1155,2021-10-01,Coal Dry Mining (Mt),Plan,Month,1.662,Deep Earth Exploration Unit,1000000
1156,2021-10-01,Coal Dry Mining (Mt),Actual,Year-To-Date,6.24672,ACME,1000000
1157,2021-10-01,Coal Dry Mining (Mt),Actual,Month,0.59568,ACME,1000000
1158,2021-10-01,Coal Dry Mining (Mt),Plan,Year-To-Date,4.12776,ACME,1000000
1159,2021-10-01,Drills per Hour (TOH),Actual,Month,31663.25376,Pacific Surface Mining Solutions,1
1160,2021-10-01,Drills per Hour (TOH),Actual,Month,35001.89496,Geomining Innovations,1
1161,2021-10-01,Drills per Hour (TOH),Actual,Month,170.59596,Deep Earth Exploration Unit,1
1162,2021-10-01,Drills per Hour (TOH),Actual,Month,145.9128,ACME,1
1163,2021-10-01,Drills per Hour (TOH),Actual,Month,50316.85092,Rock Solid Enterprises,1
1164,2021-10-01,Drills per Hour (TOH),Actual,Month,4515.54492,Core Extraction Systems,1
1165,2021-10-01,Drills per Hour (TOH),Actual,Month,6785.90532,Mineral Extraction Technologies,1
1166,2021-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5343.108,Quarrying Ventures,1
1167,2021-10-01,Rate (Mt.EFH Km),Actual,Month,4888.3416,Quarrying Ventures,1
1168,2021-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8479.7814,Geomining Innovations,1
1169,2021-10-01,Rate (Mt.EFH Km),Actual,Month,8494.21932,Geomining Innovations,1
1170,2021-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3758.05236,Core Extraction Systems,1
1171,2021-10-01,Rate (Mt.EFH Km),Actual,Month,3310.99248,Core Extraction Systems,1
1172,2021-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4267.07064,Mineral Extraction Technologies,1
1173,2021-10-01,Rate (Mt.EFH Km),Actual,Month,4798.14516,Mineral Extraction Technologies,1
1174,2021-10-01,Coal Mined (Mt),Actual,Year-To-Date,49.2318,Deep Earth Exploration Unit,1000000
1175,2021-10-01,Coal Mined (Mt),Actual,Month,6.03072,Deep Earth Exploration Unit,1000000
1176,2021-10-01,Coal Mined (Mt),Plan,Year-To-Date,73.44,Deep Earth Exploration Unit,1000000
1177,2021-11-01,Coal Mined (Mt),Actual,Year-To-Date,20.77968,ACME,1000000
1178,2021-11-01,Coal Mined (Mt),Actual,Month,1.60068,ACME,1000000
1179,2021-11-01,Coal Dry Mining (Mt),Plan,Month,0.43548,ACME,1000000
1180,2021-11-01,Utility (%),Actual,Year-To-Date,41.748,Deep Earth Exploration Unit,1
1181,2021-11-01,Utility (%),Actual,Month,35.376,Deep Earth Exploration Unit,1
1182,2021-11-01,Utility (%),Plan,Year-To-Date,59.23956,Deep Earth Exploration Unit,1
1183,2021-11-01,Utility (%),Plan,Month,67.15548,Deep Earth Exploration Unit,1
1184,2021-11-01,Coal Mined (Mt),Plan,Year-To-Date,18.19104,ACME,1000000
1185,2021-11-01,Coal Mined (Mt),Plan,Month,1.52016,ACME,1000000
1186,2021-11-01,Yield (%),Actual,Year-To-Date,39.132,Deep Earth Exploration Unit,1
1187,2021-11-01,Yield (%),Actual,Month,42.024,Deep Earth Exploration Unit,1
1188,2021-11-01,Yield (%),Plan,Year-To-Date,45.27276,Deep Earth Exploration Unit,1
1189,2021-11-01,Yield (%),Plan,Month,42.0,Deep Earth Exploration Unit,1
1190,2021-11-01,Coal Dry Mining (Mt),Actual,Year-To-Date,14.86068,Deep Earth Exploration Unit,1000000
1191,2021-11-01,Coal Dry Mining (Mt),Actual,Month,1.40688,Deep Earth Exploration Unit,1000000
1192,2021-11-01,Coal Dry Mining (Mt),Plan,Year-To-Date,17.02308,Deep Earth Exploration Unit,1000000
1193,2021-11-01,Coal Dry Mining (Mt),Plan,Month,1.60836,Deep Earth Exploration Unit,1000000
1194,2021-11-01,Coal Dry Mining (Mt),Actual,Year-To-Date,6.83892,ACME,1000000
1195,2021-11-01,Coal Dry Mining (Mt),Actual,Month,0.59232,ACME,1000000
1196,2021-11-01,Coal Dry Mining (Mt),Plan,Year-To-Date,4.56324,ACME,1000000
1197,2021-11-01,Drills per Hour (TOH),Actual,Month,31568.45772,Pacific Surface Mining Solutions,1
1198,2021-11-01,Drills per Hour (TOH),Actual,Month,33167.0088,Geomining Innovations,1
1199,2021-11-01,Drills per Hour (TOH),Actual,Month,180.95004,Deep Earth Exploration Unit,1
1200,2021-11-01,Drills per Hour (TOH),Actual,Month,122.13144,ACME,1
1201,2021-11-01,Drills per Hour (TOH),Actual,Month,50236.57104,Rock Solid Enterprises,1
1202,2021-11-01,Drills per Hour (TOH),Actual,Month,4100.2026,Core Extraction Systems,1
1203,2021-11-01,Drills per Hour (TOH),Actual,Month,7156.64592,Mineral Extraction Technologies,1
1204,2021-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5314.72752,Quarrying Ventures,1
1205,2021-11-01,Rate (Mt.EFH Km),Actual,Month,5038.47864,Quarrying Ventures,1
1206,2021-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8663.2926,Geomining Innovations,1
1207,2021-11-01,Rate (Mt.EFH Km),Actual,Month,10525.59324,Geomining Innovations,1
1208,2021-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3741.97728,Core Extraction Systems,1
1209,2021-11-01,Rate (Mt.EFH Km),Actual,Month,3570.26556,Core Extraction Systems,1
1210,2021-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4249.7058,Mineral Extraction Technologies,1
1211,2021-11-01,Rate (Mt.EFH Km),Actual,Month,4089.849,Mineral Extraction Technologies,1
1212,2021-11-01,Coal Mined (Mt),Actual,Year-To-Date,54.27012,Deep Earth Exploration Unit,1000000
1213,2021-11-01,Coal Mined (Mt),Actual,Month,5.03832,Deep Earth Exploration Unit,1000000
1214,2021-11-01,Coal Mined (Mt),Plan,Year-To-Date,81.11136,Deep Earth Exploration Unit,1000000
1215,2021-12-01,Coal Mined (Mt),Actual,Year-To-Date,22.57956,ACME,1000000
1216,2021-12-01,Coal Mined (Mt),Actual,Month,1.79988,ACME,1000000
1217,2021-12-01,Coal Dry Mining (Mt),Plan,Month,0.45,ACME,1000000
1218,2021-12-01,Utility (%),Actual,Year-To-Date,41.796,Deep Earth Exploration Unit,1
1219,2021-12-01,Utility (%),Actual,Month,42.372,Deep Earth Exploration Unit,1
1220,2021-12-01,Utility (%),Plan,Year-To-Date,60.02532,Deep Earth Exploration Unit,1
1221,2021-12-01,Utility (%),Plan,Month,68.66844,Deep Earth Exploration Unit,1
1222,2021-12-01,Coal Mined (Mt),Plan,Year-To-Date,19.9428,ACME,1000000
1223,2021-12-01,Coal Mined (Mt),Plan,Month,1.75164,ACME,1000000
1224,2021-12-01,Yield (%),Actual,Year-To-Date,38.88,Deep Earth Exploration Unit,1
1225,2021-12-01,Yield (%),Actual,Month,36.348,Deep Earth Exploration Unit,1
1226,2021-12-01,Yield (%),Plan,Year-To-Date,45.0,Deep Earth Exploration Unit,1
1227,2021-12-01,Yield (%),Plan,Month,42.0,Deep Earth Exploration Unit,1
1228,2021-12-01,Coal Dry Mining (Mt),Actual,Year-To-Date,16.605,Deep Earth Exploration Unit,1000000
1229,2021-12-01,Coal Dry Mining (Mt),Actual,Month,1.74432,Deep Earth Exploration Unit,1000000
1230,2021-12-01,Coal Dry Mining (Mt),Plan,Year-To-Date,18.68508,Deep Earth Exploration Unit,1000000
1231,2021-12-01,Coal Dry Mining (Mt),Plan,Month,1.662,Deep Earth Exploration Unit,1000000
1232,2021-12-01,Coal Dry Mining (Mt),Actual,Year-To-Date,7.48992,ACME,1000000
1233,2021-12-01,Coal Dry Mining (Mt),Actual,Month,0.65088,ACME,1000000
1234,2021-12-01,Coal Dry Mining (Mt),Plan,Year-To-Date,5.01324,ACME,1000000
1235,2021-12-01,Drills per Hour (TOH),Actual,Month,31611.05592,Pacific Surface Mining Solutions,1
1236,2021-12-01,Drills per Hour (TOH),Actual,Month,34815.14676,Geomining Innovations,1
1237,2021-12-01,Drills per Hour (TOH),Actual,Month,188.85684,Deep Earth Exploration Unit,1
1238,2021-12-01,Drills per Hour (TOH),Actual,Month,146.27856,ACME,1
1239,2021-12-01,Drills per Hour (TOH),Actual,Month,49921.35276,Rock Solid Enterprises,1
1240,2021-12-01,Drills per Hour (TOH),Actual,Month,4179.45648,Core Extraction Systems,1
1241,2021-12-01,Drills per Hour (TOH),Actual,Month,6539.8656,Mineral Extraction Technologies,1
1242,2021-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5319.6528,Quarrying Ventures,1
1243,2021-12-01,Rate (Mt.EFH Km),Actual,Month,5370.81468,Quarrying Ventures,1
1244,2021-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8640.26532,Geomining Innovations,1
1245,2021-12-01,Rate (Mt.EFH Km),Actual,Month,8399.061,Geomining Innovations,1
1246,2021-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3748.11624,Core Extraction Systems,1
1247,2021-12-01,Rate (Mt.EFH Km),Actual,Month,3817.78716,Core Extraction Systems,1
1248,2021-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4255.13916,Mineral Extraction Technologies,1
1249,2021-12-01,Rate (Mt.EFH Km),Actual,Month,4308.80208,Mineral Extraction Technologies,1
1250,2021-12-01,Coal Mined (Mt),Actual,Year-To-Date,60.72624,Deep Earth Exploration Unit,1000000
1251,2021-12-01,Coal Mined (Mt),Actual,Month,6.45612,Deep Earth Exploration Unit,1000000
1252,2021-12-01,Coal Mined (Mt),Plan,Year-To-Date,89.03844,Deep Earth Exploration Unit,1000000
1253,2022-01-01,Coal Mined (Mt),Actual,Year-To-Date,1.6266,ACME,1000000
1254,2022-01-01,Coal Mined (Mt),Actual,Month,1.6266,ACME,1000000
1255,2022-01-01,Coal Dry Mining (Mt),Plan,Month,0.43752,ACME,1000000
1256,2022-01-01,Utility (%),Actual,Year-To-Date,45.96,Deep Earth Exploration Unit,1
1257,2022-01-01,Utility (%),Actual,Month,45.96,Deep Earth Exploration Unit,1
1258,2022-01-01,Utility (%),Plan,Year-To-Date,67.29924,Deep Earth Exploration Unit,1
1259,2022-01-01,Utility (%),Plan,Month,67.29924,Deep Earth Exploration Unit,1
1260,2022-01-01,Coal Mined (Mt),Plan,Year-To-Date,1.68204,ACME,1000000
1261,2022-01-01,Coal Mined (Mt),Plan,Month,1.68204,ACME,1000000
1262,2022-01-01,Yield (%),Actual,Year-To-Date,34.416,Deep Earth Exploration Unit,1
1263,2022-01-01,Yield (%),Actual,Month,34.416,Deep Earth Exploration Unit,1
1264,2022-01-01,Yield (%),Plan,Year-To-Date,39.6,Deep Earth Exploration Unit,1
1265,2022-01-01,Yield (%),Plan,Month,39.6,Deep Earth Exploration Unit,1
1266,2022-01-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.911,Deep Earth Exploration Unit,1000000
1267,2022-01-01,Coal Dry Mining (Mt),Actual,Month,1.911,Deep Earth Exploration Unit,1000000
1268,2022-01-01,Coal Dry Mining (Mt),Plan,Year-To-Date,1.25532,Deep Earth Exploration Unit,1000000
1269,2022-01-01,Coal Dry Mining (Mt),Plan,Month,1.25532,Deep Earth Exploration Unit,1000000
1270,2022-01-01,Coal Dry Mining (Mt),Actual,Year-To-Date,0.58584,ACME,1000000
1271,2022-01-01,Coal Dry Mining (Mt),Actual,Month,0.58584,ACME,1000000
1272,2022-01-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.43752,ACME,1000000
1273,2022-01-01,Drills per Hour (TOH),Actual,Month,1198.12356,Drill & Blast Division,1
1274,2022-01-01,Drills per Hour (TOH),Actual,Month,31565.20176,Pacific Surface Mining Solutions,1
1275,2022-01-01,Drills per Hour (TOH),Actual,Month,35202.27588,Geomining Innovations,1
1276,2022-01-01,Drills per Hour (TOH),Actual,Month,218.17404,Deep Earth Exploration Unit,1
1277,2022-01-01,Drills per Hour (TOH),Actual,Month,136.7202,ACME,1
1278,2022-01-01,Drills per Hour (TOH),Actual,Month,49144.071,Rock Solid Enterprises,1
1279,2022-01-01,Drills per Hour (TOH),Actual,Month,4710.83376,Core Extraction Systems,1
1280,2022-01-01,Drills per Hour (TOH),Actual,Month,5236.6278,Mineral Extraction Technologies,1
1281,2022-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5509.2996,Geomining Innovations,1
1282,2022-01-01,Rate (Mt.EFH Km),Actual,Month,5509.2996,Geomining Innovations,1
1283,2022-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3820.43616,Core Extraction Systems,1
1284,2022-01-01,Rate (Mt.EFH Km),Actual,Month,3820.43616,Core Extraction Systems,1
1285,2022-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4710.66912,Mineral Extraction Technologies,1
1286,2022-01-01,Rate (Mt.EFH Km),Actual,Month,4710.66912,Mineral Extraction Technologies,1
1287,2022-01-01,Coal Mined (Mt),Actual,Year-To-Date,7.52448,Deep Earth Exploration Unit,1000000
1288,2022-01-01,Coal Mined (Mt),Actual,Month,7.52448,Deep Earth Exploration Unit,1000000
1289,2022-01-01,Coal Mined (Mt),Plan,Year-To-Date,0.57084,Deep Earth Exploration Unit,1000000
1290,2022-02-01,Coal Mined (Mt),Actual,Year-To-Date,3.15852,ACME,1000000
1291,2022-02-01,Coal Mined (Mt),Actual,Month,1.53204,ACME,1000000
1292,2022-02-01,Coal Dry Mining (Mt),Plan,Month,0.39516,ACME,1000000
1293,2022-02-01,Utility (%),Actual,Year-To-Date,48.924,Deep Earth Exploration Unit,1
1294,2022-02-01,Utility (%),Actual,Month,52.2,Deep Earth Exploration Unit,1
1295,2022-02-01,Utility (%),Plan,Year-To-Date,69.74352,Deep Earth Exploration Unit,1
1296,2022-02-01,Utility (%),Plan,Month,72.1878,Deep Earth Exploration Unit,1
1297,2022-02-01,Coal Mined (Mt),Plan,Year-To-Date,3.26736,ACME,1000000
1298,2022-02-01,Coal Mined (Mt),Plan,Month,1.58544,ACME,1000000
1299,2022-02-01,Yield (%),Actual,Year-To-Date,36.132,Deep Earth Exploration Unit,1
1300,2022-02-01,Yield (%),Actual,Month,37.596,Deep Earth Exploration Unit,1
1301,2022-02-01,Yield (%),Plan,Year-To-Date,39.6,Deep Earth Exploration Unit,1
1302,2022-02-01,Yield (%),Plan,Month,39.6,Deep Earth Exploration Unit,1
1303,2022-02-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.7728,Deep Earth Exploration Unit,1000000
1304,2022-02-01,Coal Dry Mining (Mt),Actual,Month,1.86168,Deep Earth Exploration Unit,1000000
1305,2022-02-01,Coal Dry Mining (Mt),Plan,Year-To-Date,2.43024,Deep Earth Exploration Unit,1000000
1306,2022-02-01,Coal Dry Mining (Mt),Plan,Month,1.17492,Deep Earth Exploration Unit,1000000
1307,2022-02-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.10364,ACME,1000000
1308,2022-02-01,Coal Dry Mining (Mt),Actual,Month,0.5178,ACME,1000000
1309,2022-02-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.83256,ACME,1000000
1310,2022-02-01,Drills per Hour (TOH),Actual,Month,911.05068,Drill & Blast Division,1
1311,2022-02-01,Drills per Hour (TOH),Actual,Month,31979.84976,Pacific Surface Mining Solutions,1
1312,2022-02-01,Drills per Hour (TOH),Actual,Month,34684.02552,Geomining Innovations,1
1313,2022-02-01,Drills per Hour (TOH),Actual,Month,255.48564,Deep Earth Exploration Unit,1
1314,2022-02-01,Drills per Hour (TOH),Actual,Month,130.28184,ACME,1
1315,2022-02-01,Drills per Hour (TOH),Actual,Month,49752.22044,Rock Solid Enterprises,1
1316,2022-02-01,Drills per Hour (TOH),Actual,Month,3729.62556,Core Extraction Systems,1
1317,2022-02-01,Drills per Hour (TOH),Actual,Month,6195.33756,Mineral Extraction Technologies,1
1318,2022-02-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5702.46216,Geomining Innovations,1
1319,2022-02-01,Rate (Mt.EFH Km),Actual,Month,5911.58016,Geomining Innovations,1
1320,2022-02-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3554.70108,Core Extraction Systems,1
1321,2022-02-01,Rate (Mt.EFH Km),Actual,Month,3248.0508,Core Extraction Systems,1
1322,2022-02-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4902.7218,Mineral Extraction Technologies,1
1323,2022-02-01,Rate (Mt.EFH Km),Actual,Month,5106.05172,Mineral Extraction Technologies,1
1324,2022-02-01,Coal Mined (Mt),Actual,Year-To-Date,14.35536,Deep Earth Exploration Unit,1000000
1325,2022-02-01,Coal Mined (Mt),Actual,Month,6.83088,Deep Earth Exploration Unit,1000000
1326,2022-02-01,Coal Mined (Mt),Plan,Year-To-Date,1.10232,Deep Earth Exploration Unit,1000000
1327,2022-03-01,Coal Mined (Mt),Actual,Year-To-Date,4.48992,ACME,1000000
1328,2022-03-01,Coal Mined (Mt),Actual,Month,1.3314,ACME,1000000
1329,2022-03-01,Coal Dry Mining (Mt),Plan,Month,0.43752,ACME,1000000
1330,2022-03-01,Utility (%),Actual,Year-To-Date,50.004,Deep Earth Exploration Unit,1
1331,2022-03-01,Utility (%),Actual,Month,52.056,Deep Earth Exploration Unit,1
1332,2022-03-01,Utility (%),Plan,Year-To-Date,70.0104,Deep Earth Exploration Unit,1
1333,2022-03-01,Utility (%),Plan,Month,70.54416,Deep Earth Exploration Unit,1
1334,2022-03-01,Coal Mined (Mt),Plan,Year-To-Date,5.09592,ACME,1000000
1335,2022-03-01,Coal Mined (Mt),Plan,Month,1.82844,ACME,1000000
1336,2022-03-01,Yield (%),Actual,Year-To-Date,43.152,Deep Earth Exploration Unit,1
1337,2022-03-01,Yield (%),Actual,Month,52.656,Deep Earth Exploration Unit,1
1338,2022-03-01,Yield (%),Plan,Year-To-Date,39.6,Deep Earth Exploration Unit,1
1339,2022-03-01,Yield (%),Plan,Month,39.6,Deep Earth Exploration Unit,1
1340,2022-03-01,Coal Dry Mining (Mt),Actual,Year-To-Date,5.87808,Deep Earth Exploration Unit,1000000
1341,2022-03-01,Coal Dry Mining (Mt),Actual,Month,2.1054,Deep Earth Exploration Unit,1000000
1342,2022-03-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.78636,Deep Earth Exploration Unit,1000000
1343,2022-03-01,Coal Dry Mining (Mt),Plan,Month,1.35612,Deep Earth Exploration Unit,1000000
1344,2022-03-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.68228,ACME,1000000
1345,2022-03-01,Coal Dry Mining (Mt),Actual,Month,0.57864,ACME,1000000
1346,2022-03-01,Coal Dry Mining (Mt),Plan,Year-To-Date,1.27008,ACME,1000000
1347,2022-03-01,Drills per Hour (TOH),Actual,Month,1070.39724,Drill & Blast Division,1
1348,2022-03-01,Drills per Hour (TOH),Actual,Month,31883.50308,Pacific Surface Mining Solutions,1
1349,2022-03-01,Drills per Hour (TOH),Actual,Month,34601.81532,Geomining Innovations,1
1350,2022-03-01,Drills per Hour (TOH),Actual,Month,258.96576,Deep Earth Exploration Unit,1
1351,2022-03-01,Drills per Hour (TOH),Actual,Month,121.23432,ACME,1
1352,2022-03-01,Drills per Hour (TOH),Actual,Month,50150.60388,Rock Solid Enterprises,1
1353,2022-03-01,Drills per Hour (TOH),Actual,Month,4491.14376,Core Extraction Systems,1
1354,2022-03-01,Drills per Hour (TOH),Actual,Month,6364.82688,Mineral Extraction Technologies,1
1355,2022-03-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5535.30876,Geomining Innovations,1
1356,2022-03-01,Rate (Mt.EFH Km),Actual,Month,5234.49372,Geomining Innovations,1
1357,2022-03-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3512.76396,Core Extraction Systems,1
1358,2022-03-01,Rate (Mt.EFH Km),Actual,Month,3428.23464,Core Extraction Systems,1
1359,2022-03-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5431.39284,Mineral Extraction Technologies,1
1360,2022-03-01,Rate (Mt.EFH Km),Actual,Month,6408.52596,Mineral Extraction Technologies,1
1361,2022-03-01,Coal Mined (Mt),Actual,Year-To-Date,22.22052,Deep Earth Exploration Unit,1000000
1362,2022-03-01,Coal Mined (Mt),Actual,Month,7.86516,Deep Earth Exploration Unit,1000000
1363,2022-03-01,Coal Mined (Mt),Plan,Year-To-Date,1.73676,Deep Earth Exploration Unit,1000000
1364,2022-04-01,Coal Mined (Mt),Actual,Year-To-Date,6.09756,ACME,1000000
1365,2022-04-01,Coal Mined (Mt),Actual,Month,1.60752,ACME,1000000
1366,2022-04-01,Coal Dry Mining (Mt),Plan,Month,0.28224,ACME,1000000
1367,2022-04-01,Utility (%),Actual,Year-To-Date,51.9,Deep Earth Exploration Unit,1
1368,2022-04-01,Utility (%),Actual,Month,57.576,Deep Earth Exploration Unit,1
1369,2022-04-01,Utility (%),Plan,Year-To-Date,69.77904,Deep Earth Exploration Unit,1
1370,2022-04-01,Utility (%),Plan,Month,69.08472,Deep Earth Exploration Unit,1
1371,2022-04-01,Coal Mined (Mt),Plan,Year-To-Date,6.27552,ACME,1000000
1372,2022-04-01,Coal Mined (Mt),Plan,Month,1.1796,ACME,1000000
1373,2022-04-01,Yield (%),Actual,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1374,2022-04-01,Yield (%),Actual,Month,50.556,Deep Earth Exploration Unit,1
1375,2022-04-01,Yield (%),Plan,Year-To-Date,39.6,Deep Earth Exploration Unit,1
1376,2022-04-01,Yield (%),Plan,Month,39.6,Deep Earth Exploration Unit,1
1377,2022-04-01,Coal Dry Mining (Mt),Actual,Year-To-Date,7.88184,Deep Earth Exploration Unit,1000000
1378,2022-04-01,Coal Dry Mining (Mt),Actual,Month,2.00364,Deep Earth Exploration Unit,1000000
1379,2022-04-01,Coal Dry Mining (Mt),Plan,Year-To-Date,5.10228,Deep Earth Exploration Unit,1000000
1380,2022-04-01,Coal Dry Mining (Mt),Plan,Month,1.31592,Deep Earth Exploration Unit,1000000
1381,2022-04-01,Coal Dry Mining (Mt),Actual,Year-To-Date,2.15904,ACME,1000000
1382,2022-04-01,Coal Dry Mining (Mt),Actual,Month,0.47676,ACME,1000000
1383,2022-04-01,Coal Dry Mining (Mt),Plan,Year-To-Date,1.55232,ACME,1000000
1384,2022-04-01,Drills per Hour (TOH),Actual,Month,1150.656,Drill & Blast Division,1
1385,2022-04-01,Drills per Hour (TOH),Actual,Month,31683.7404,Pacific Surface Mining Solutions,1
1386,2022-04-01,Drills per Hour (TOH),Actual,Month,35475.77076,Geomining Innovations,1
1387,2022-04-01,Drills per Hour (TOH),Actual,Month,273.13452,Deep Earth Exploration Unit,1
1388,2022-04-01,Drills per Hour (TOH),Actual,Month,114.22452,ACME,1
1389,2022-04-01,Drills per Hour (TOH),Actual,Month,49259.1666,Rock Solid Enterprises,1
1390,2022-04-01,Drills per Hour (TOH),Actual,Month,4277.52288,Core Extraction Systems,1
1391,2022-04-01,Drills per Hour (TOH),Actual,Month,7194.0,Mineral Extraction Technologies,1
1392,2022-04-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5535.30876,Geomining Innovations,1
1393,2022-04-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3520.31016,Core Extraction Systems,1
1394,2022-04-01,Rate (Mt.EFH Km),Actual,Month,3545.80092,Core Extraction Systems,1
1395,2022-04-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5672.63724,Mineral Extraction Technologies,1
1396,2022-04-01,Rate (Mt.EFH Km),Actual,Month,6369.39012,Mineral Extraction Technologies,1
1397,2022-04-01,Coal Mined (Mt),Actual,Year-To-Date,30.01608,Deep Earth Exploration Unit,1000000
1398,2022-04-01,Coal Mined (Mt),Actual,Month,7.79544,Deep Earth Exploration Unit,1000000
1399,2022-04-01,Coal Mined (Mt),Plan,Year-To-Date,2.28144,Deep Earth Exploration Unit,1000000
1400,2022-05-01,Coal Mined (Mt),Actual,Year-To-Date,7.95132,ACME,1000000
1401,2022-05-01,Coal Mined (Mt),Actual,Month,1.85388,ACME,1000000
1402,2022-05-01,Coal Dry Mining (Mt),Plan,Month,0.43752,ACME,1000000
1403,2022-05-01,Utility (%),Actual,Year-To-Date,52.872,Deep Earth Exploration Unit,1
1404,2022-05-01,Utility (%),Actual,Month,56.628,Deep Earth Exploration Unit,1
1405,2022-05-01,Utility (%),Plan,Year-To-Date,70.0302,Deep Earth Exploration Unit,1
1406,2022-05-01,Utility (%),Plan,Month,71.03496,Deep Earth Exploration Unit,1
1407,2022-05-01,Coal Mined (Mt),Plan,Year-To-Date,8.14056,ACME,1000000
1408,2022-05-01,Coal Mined (Mt),Plan,Month,1.86504,ACME,1000000
1409,2022-05-01,Yield (%),Actual,Year-To-Date,45.78,Deep Earth Exploration Unit,1
1410,2022-05-01,Yield (%),Actual,Month,46.392,Deep Earth Exploration Unit,1
1411,2022-05-01,Yield (%),Plan,Year-To-Date,39.6,Deep Earth Exploration Unit,1
1412,2022-05-01,Yield (%),Plan,Month,39.6,Deep Earth Exploration Unit,1
1413,2022-05-01,Coal Dry Mining (Mt),Actual,Year-To-Date,9.82404,Deep Earth Exploration Unit,1000000
1414,2022-05-01,Coal Dry Mining (Mt),Actual,Month,1.9422,Deep Earth Exploration Unit,1000000
1415,2022-05-01,Coal Dry Mining (Mt),Plan,Year-To-Date,6.4584,Deep Earth Exploration Unit,1000000
1416,2022-05-01,Coal Dry Mining (Mt),Plan,Month,1.35612,Deep Earth Exploration Unit,1000000
1417,2022-05-01,Coal Dry Mining (Mt),Actual,Year-To-Date,2.8236,ACME,1000000
